period,shop,item,count
2023-01,西宮,カツ丼,40
2023-01,西宮,カレー,40
2023-01,西宮,サンドウィッチ,11
2023-01,西宮,スパゲティ,14
2023-01,西宮,チャーハン,22
2023-01,西宮,ドリア,27
2023-01,西宮,ピザ,21
2023-01,西宮,蕎麦,30
2023-01,西宮,洋定食,32
2023-01,西宮,和定食,43
2023-02,西宮,うどん,43
2023-02,西宮,オムライス,33
2023-02,西宮,カツ丼,37
2023-02,西宮,カレー,42
2023-02,西宮,サンドウィッチ,11
2023-02,西宮,スパゲティ,15
2023-02,西宮,チャーハン,22
2023-02,西宮,ドリア,26
2023-02,西宮,ピザ,29
2023-02,西宮,蕎麦,31
2023-02,西宮,洋定食,39
2023-02,西宮,和定食,36
2023-03,西宮,うどん,45
2023-03,西宮,オムライス,25
2023-03,西宮,カツ丼,31
2023-03,西宮,カレー,33
2023-03,西宮,サンドウィッチ,14
2023-03,西宮,スパゲティ,20
2023-03,西宮,チャーハン,25
2023-03,西宮,ドリア,23
2023-03,西宮,ピザ,23
2023-03,西宮,蕎麦,37
2023-03,西宮,洋定食,28
2023-03,西宮,和定食,46
2023-04,西宮,うどん,38
2023-04,西宮,オムライス,36
2023-04,西宮,カツ丼,32
2023-04,西宮,カレー,37
2023-04,西宮,サンドウィッチ,17
2023-04,西宮,スパゲティ,17
2023-04,西宮,チャーハン,28
2023-04,西宮,ドリア,31
2023-04,西宮,ピザ,20
2023-04,西宮,蕎麦,36
2023-04,西宮,洋定食,49
2023-04,西宮,和定食,36
2023-05,西宮,うどん,31
2023-05,西宮,オムライス,39
2023-05,西宮,カツ丼,38
2023-05,西宮,カレー,41
2023-05,西宮,サンドウィッチ,8
2023-05,西宮,スパゲティ,15
2023-05,西宮,チャーハン,38
2023-05,西宮,ドリア,33
2023-05,西宮,ピザ,25
2023-05,西宮,蕎麦,30
2023-05,西宮,洋定食,41
2023-05,西宮,和定食,32
2023-06,西宮,うどん,41
2023-06,西宮,オムライス,23
2023-06,西宮,カツ丼,44
2023-06,西宮,カレー,34
2023-06,西宮,サンドウィッチ,12
2023-06,西宮,スパゲティ,25
2023-06,西宮,チャーハン,26
2023-06,西宮,ドリア,28
2023-06,西宮,ピザ,30
2023-06,西宮,蕎麦,22
2023-06,西宮,洋定食,41
2023-06,西宮,和定食,48
2023-07,西宮,うどん,39
2023-07,西宮,オムライス,26
2023-07,西宮,カツ丼,47
2023-07,西宮,カレー,41
2023-07,西宮,サンドウィッチ,8
2023-07,西宮,スパゲティ,13
2023-07,西宮,チャーハン,34
2023-07,西宮,ドリア,28
2023-07,西宮,ピザ,32
2023-07,西宮,蕎麦,42
2023-07,西宮,洋定食,51
2023-07,西宮,和定食,49
2023-08,西宮,うどん,35
2023-08,西宮,オムライス,27
2023-08,西宮,カツ丼,45
2023-08,西宮,カレー,40
2023-08,西宮,サンドウィッチ,13
2023-08,西宮,スパゲティ,16
2023-08,西宮,チャーハン,36
2023-08,西宮,ドリア,29
2023-08,西宮,ピザ,19
2023-08,西宮,蕎麦,33
2023-08,西宮,洋定食,40
2023-08,西宮,和定食,51
2023-09,西宮,うどん,39
2023-09,西宮,オムライス,38
2023-09,西宮,カツ丼,31
2023-09,西宮,カレー,45
2023-09,西宮,サンドウィッチ,8
2023-09,西宮,スパゲティ,17
2023-09,西宮,チャーハン,29
2023-09,西宮,ドリア,39
2023-09,西宮,ピザ,28
2023-09,西宮,蕎麦,42
2023-09,西宮,洋定食,49
2023-09,西宮,和定食,46
2023-10,西宮,うどん,27
2023-10,西宮,オムライス,31
2023-10,西宮,カツ丼,40
2023-10,西宮,カレー,45
2023-10,西宮,サンドウィッチ,8
2023-10,西宮,スパゲティ,19
2023-10,西宮,チャーハン,28
2023-10,西宮,ドリア,26
2023-10,西宮,ピザ,21
2023-10,西宮,蕎麦,26
2023-10,西宮,洋定食,43
2023-10,西宮,和定食,47
2023-11,西宮,うどん,30
2023-11,西宮,オムライス,33
2023-11,西宮,カツ丼,33
2023-11,西宮,カレー,41
2023-11,西宮,サンドウィッチ,19
2023-11,西宮,スパゲティ,16
2023-11,西宮,チャーハン,40
2023-11,西宮,ドリア,22
2023-11,西宮,ピザ,24
2023-11,西宮,蕎麦,31
2023-11,西宮,洋定食,41
2023-11,西宮,和定食,35
2023-12,西宮,うどん,48
2023-12,西宮,オムライス,30
2023-12,西宮,カツ丼,33
2023-12,西宮,カレー,42
2023-12,西宮,サンドウィッチ,9
2023-12,西宮,スパゲティ,19
2023-12,西宮,チャーハン,32
2023-12,西宮,ドリア,26
2023-12,西宮,ピザ,18
2023-12,西宮,蕎麦,45
2023-12,西宮,洋定食,38
2023-12,西宮,和定食,42
2024-01,西宮,うどん,33
2024-01,西宮,オムライス,38
2024-01,西宮,カツ丼,29
2024-01,西宮,カレー,36
2024-01,西宮,サンドウィッチ,20
2024-01,西宮,スパゲティ,24
2024-01,西宮,チャーハン,32
2024-01,西宮,ドリア,22
2024-01,西宮,ピザ,24
2024-01,西宮,蕎麦,37
2024-01,西宮,洋定食,36
2024-01,西宮,和定食,44
2024-02,西宮,うどん,32
2024-02,西宮,オムライス,36
2024-02,西宮,カツ丼,36
2024-02,西宮,カレー,48
2024-02,西宮,サンドウィッチ,9
2024-02,西宮,スパゲティ,8
2024-02,西宮,チャーハン,28
2024-02,西宮,ドリア,26
2024-02,西宮,ピザ,28
2024-02,西宮,蕎麦,33
2024-02,西宮,洋定食,47
2024-02,西宮,和定食,43
2024-03,西宮,うどん,46
2024-03,西宮,オムライス,42
2024-03,西宮,カツ丼,42
2024-03,西宮,カレー,37
2024-03,西宮,サンドウィッチ,12
2024-03,西宮,スパゲティ,20
2024-03,西宮,チャーハン,22
2024-03,西宮,ドリア,31
2024-03,西宮,ピザ,17
2024-03,西宮,蕎麦,43
2024-03,西宮,洋定食,46
2024-03,西宮,和定食,47
2024-04,西宮,うどん,31
2024-04,西宮,オムライス,34
2024-04,西宮,カツ丼,45
2024-04,西宮,カレー,37
2024-04,西宮,サンドウィッチ,9
2024-04,西宮,スパゲティ,23
2024-04,西宮,チャーハン,41
2024-04,西宮,ドリア,32
2024-04,西宮,ピザ,16
2024-04,西宮,蕎麦,38
2024-04,西宮,洋定食,50
2024-04,西宮,和定食,34
2024-05,西宮,うどん,36
2024-05,西宮,オムライス,27
2024-05,西宮,カツ丼,37
2024-05,西宮,カレー,39
2024-05,西宮,サンドウィッチ,12
2024-05,西宮,スパゲティ,17
2024-05,西宮,チャーハン,32
2024-05,西宮,ドリア,35
2024-05,西宮,ピザ,25
2024-05,西宮,蕎麦,30
2024-05,西宮,洋定食,42
2024-05,西宮,和定食,42
2024-06,西宮,うどん,45
2024-06,西宮,オムライス,18
2024-06,西宮,カツ丼,41
2024-06,西宮,カレー,47
2024-06,西宮,サンドウィッチ,15
2024-06,西宮,スパゲティ,18
2024-06,西宮,チャーハン,41
2024-06,西宮,ドリア,23
2024-06,西宮,ピザ,30
2024-06,西宮,蕎麦,33
2024-06,西宮,洋定食,51
2024-06,西宮,和定食,39
2024-07,西宮,うどん,24
2024-07,西宮,オムライス,33
2024-07,西宮,カツ丼,38
2024-07,西宮,カレー,37
2024-07,西宮,サンドウィッチ,16
2024-07,西宮,スパゲティ,10
2024-07,西宮,チャーハン,30
2024-07,西宮,ドリア,20
2024-07,西宮,ピザ,28
2024-07,西宮,蕎麦,30
2024-07,西宮,洋定食,29
2024-07,西宮,和定食,53
2024-08,西宮,うどん,43
2024-08,西宮,オムライス,37
2024-08,西宮,カツ丼,38
2024-08,西宮,カレー,37
2024-08,西宮,サンドウィッチ,12
2024-08,西宮,スパゲティ,14
2024-08,西宮,チャーハン,27
2024-08,西宮,ドリア,27
2024-08,西宮,ピザ,40
2024-08,西宮,蕎麦,35
2024-08,西宮,洋定食,41
2024-08,西宮,和定食,29
2024-09,西宮,うどん,46
2024-09,西宮,オムライス,41
2024-09,西宮,カツ丼,41
2024-09,西宮,カレー,49
2024-09,西宮,サンドウィッチ,14
2024-09,西宮,スパゲティ,25
2024-09,西宮,チャーハン,30
2024-09,西宮,ドリア,37
2024-09,西宮,ピザ,25
2024-09,西宮,蕎麦,27
2024-09,西宮,洋定食,42
2024-09,西宮,和定食,42
2024-10,西宮,うどん,34
2024-10,西宮,オムライス,29
2024-10,西宮,カツ丼,41
2024-10,西宮,カレー,51
2024-10,西宮,サンドウィッチ,9
2024-10,西宮,スパゲティ,25
2024-10,西宮,チャーハン,35
2024-10,西宮,ドリア,21
2024-10,西宮,ピザ,18
2024-10,西宮,蕎麦,40
2024-10,西宮,洋定食,52
2024-10,西宮,和定食,52
2024-11,西宮,うどん,41
2024-11,西宮,オムライス,39
2024-11,西宮,カツ丼,46
2024-11,西宮,カレー,39
2024-11,西宮,サンドウィッチ,8
2024-11,西宮,スパゲティ,22
2024-11,西宮,チャーハン,26
2024-11,西宮,ドリア,22
2024-11,西宮,ピザ,25
2024-11,西宮,蕎麦,34
2024-11,西宮,洋定食,40
2024-11,西宮,和定食,38
2024-12,西宮,うどん,35
2024-12,西宮,オムライス,36
2024-12,西宮,カツ丼,42
2024-12,西宮,カレー,43
2024-12,西宮,サンドウィッチ,12
2024-12,西宮,スパゲティ,22
2024-12,西宮,チャーハン,29
2024-12,西宮,ドリア,19
2024-12,西宮,ピザ,24
2024-12,西宮,蕎麦,31
2024-12,西宮,洋定食,39
2024-12,西宮,和定食,53
2023-01,姫路,うどん,9
2023-01,姫路,オムライス,26
2023-01,姫路,カツ丼,18
2023-01,姫路,カレー,32
2023-01,姫路,サンドウィッチ,7
2023-01,姫路,スパゲティ,6
2023-01,姫路,チャーハン,17
2023-01,姫路,ドリア,7
2023-01,姫路,ピザ,19
2023-01,姫路,蕎麦,13
2023-01,姫路,洋定食,23
2023-01,姫路,和定食,29
2023-02,姫路,うどん,23
2023-02,姫路,オムライス,19
2023-02,姫路,カツ丼,17
2023-02,姫路,カレー,31
2023-02,姫路,サンドウィッチ,9
2023-02,姫路,スパゲティ,7
2023-02,姫路,チャーハン,14
2023-02,姫路,ドリア,13
2023-02,姫路,ピザ,5
2023-02,姫路,蕎麦,18
2023-02,姫路,洋定食,22
2023-02,姫路,和定食,25
2023-03,姫路,うどん,19
2023-03,姫路,オムライス,16
2023-03,姫路,カツ丼,15
2023-03,姫路,カレー,21
2023-03,姫路,サンドウィッチ,4
2023-03,姫路,スパゲティ,10
2023-03,姫路,チャーハン,14
2023-03,姫路,ドリア,10
2023-03,姫路,ピザ,12
2023-03,姫路,蕎麦,15
2023-03,姫路,洋定食,26
2023-03,姫路,和定食,20
2023-04,姫路,うどん,17
2023-04,姫路,オムライス,9
2023-04,姫路,カツ丼,14
2023-04,姫路,カレー,23
2023-04,姫路,サンドウィッチ,4
2023-04,姫路,スパゲティ,6
2023-04,姫路,チャーハン,17
2023-04,姫路,ドリア,13
2023-04,姫路,ピザ,9
2023-04,姫路,蕎麦,19
2023-04,姫路,洋定食,20
2023-04,姫路,和定食,19
2023-05,姫路,うどん,14
2023-05,姫路,オムライス,19
2023-05,姫路,カツ丼,19
2023-05,姫路,カレー,26
2023-05,姫路,サンドウィッチ,4
2023-05,姫路,スパゲティ,8
2023-05,姫路,チャーハン,13
2023-05,姫路,ドリア,9
2023-05,姫路,ピザ,11
2023-05,姫路,蕎麦,19
2023-05,姫路,洋定食,22
2023-05,姫路,和定食,20
2023-06,姫路,うどん,13
2023-06,姫路,オムライス,20
2023-06,姫路,カツ丼,21
2023-06,姫路,カレー,23
2023-06,姫路,サンドウィッチ,7
2023-06,姫路,スパゲティ,13
2023-06,姫路,チャーハン,18
2023-06,姫路,ドリア,10
2023-06,姫路,ピザ,16
2023-06,姫路,蕎麦,19
2023-06,姫路,洋定食,18
2023-06,姫路,和定食,31
2023-07,姫路,うどん,12
2023-07,姫路,オムライス,18
2023-07,姫路,カツ丼,21
2023-07,姫路,カレー,23
2023-07,姫路,サンドウィッチ,7
2023-07,姫路,スパゲティ,11
2023-07,姫路,チャーハン,20
2023-07,姫路,ドリア,13
2023-07,姫路,ピザ,9
2023-07,姫路,蕎麦,25
2023-07,姫路,洋定食,18
2023-07,姫路,和定食,23
2023-08,姫路,うどん,20
2023-08,姫路,オムライス,14
2023-08,姫路,カツ丼,24
2023-08,姫路,カレー,22
2023-08,姫路,サンドウィッチ,7
2023-08,姫路,スパゲティ,8
2023-08,姫路,チャーハン,12
2023-08,姫路,ドリア,11
2023-08,姫路,ピザ,9
2023-08,姫路,蕎麦,19
2023-08,姫路,洋定食,17
2023-08,姫路,和定食,28
2023-09,姫路,うどん,17
2023-09,姫路,オムライス,18
2023-09,姫路,カツ丼,28
2023-09,姫路,カレー,27
2023-09,姫路,サンドウィッチ,7
2023-09,姫路,スパゲティ,11
2023-09,姫路,チャーハン,25
2023-09,姫路,ドリア,22
2023-09,姫路,ピザ,7
2023-09,姫路,蕎麦,14
2023-09,姫路,洋定食,14
2023-09,姫路,和定食,16
2023-10,姫路,うどん,16
2023-10,姫路,オムライス,23
2023-10,姫路,カツ丼,24
2023-10,姫路,カレー,17
2023-10,姫路,サンドウィッチ,4
2023-10,姫路,スパゲティ,12
2023-10,姫路,チャーハン,19
2023-10,姫路,ドリア,11
2023-10,姫路,ピザ,11
2023-10,姫路,蕎麦,12
2023-10,姫路,洋定食,32
2023-10,姫路,和定食,16
2023-11,姫路,うどん,16
2023-11,姫路,オムライス,18
2023-11,姫路,カツ丼,24
2023-11,姫路,カレー,20
2023-11,姫路,サンドウィッチ,2
2023-11,姫路,スパゲティ,12
2023-11,姫路,チャーハン,20
2023-11,姫路,ドリア,7
2023-11,姫路,ピザ,14
2023-11,姫路,蕎麦,13
2023-11,姫路,洋定食,13
2023-11,姫路,和定食,21
2023-12,姫路,うどん,18
2023-12,姫路,オムライス,18
2023-12,姫路,カツ丼,18
2023-12,姫路,カレー,15
2023-12,姫路,サンドウィッチ,6
2023-12,姫路,スパゲティ,17
2023-12,姫路,チャーハン,15
2023-12,姫路,ドリア,12
2023-12,姫路,ピザ,10
2023-12,姫路,蕎麦,16
2023-12,姫路,洋定食,22
2023-12,姫路,和定食,25
2024-01,姫路,うどん,18
2024-01,姫路,オムライス,7
2024-01,姫路,カツ丼,16
2024-01,姫路,カレー,14
2024-01,姫路,サンドウィッチ,10
2024-01,姫路,スパゲティ,13
2024-01,姫路,チャーハン,17
2024-01,姫路,ドリア,11
2024-01,姫路,ピザ,10
2024-01,姫路,蕎麦,14
2024-01,姫路,洋定食,18
2024-01,姫路,和定食,24
2024-02,姫路,うどん,21
2024-02,姫路,オムライス,17
2024-02,姫路,カツ丼,15
2024-02,姫路,カレー,23
2024-02,姫路,サンドウィッチ,9
2024-02,姫路,スパゲティ,11
2024-02,姫路,チャーハン,22
2024-02,姫路,ドリア,12
2024-02,姫路,ピザ,19
2024-02,姫路,蕎麦,15
2024-02,姫路,洋定食,29
2024-02,姫路,和定食,23
2024-03,姫路,うどん,15
2024-03,姫路,オムライス,15
2024-03,姫路,カツ丼,27
2024-03,姫路,カレー,21
2024-03,姫路,サンドウィッチ,7
2024-03,姫路,スパゲティ,11
2024-03,姫路,チャーハン,12
2024-03,姫路,ドリア,13
2024-03,姫路,ピザ,9
2024-03,姫路,蕎麦,13
2024-03,姫路,洋定食,31
2024-03,姫路,和定食,30
2024-04,姫路,うどん,22
2024-04,姫路,オムライス,18
2024-04,姫路,カツ丼,19
2024-04,姫路,カレー,22
2024-04,姫路,サンドウィッチ,4
2024-04,姫路,スパゲティ,6
2024-04,姫路,チャーハン,13
2024-04,姫路,ドリア,16
2024-04,姫路,ピザ,14
2024-04,姫路,蕎麦,19
2024-04,姫路,洋定食,22
2024-04,姫路,和定食,17
2024-05,姫路,うどん,24
2024-05,姫路,オムライス,16
2024-05,姫路,カツ丼,26
2024-05,姫路,カレー,10
2024-05,姫路,サンドウィッチ,10
2024-05,姫路,スパゲティ,9
2024-05,姫路,チャーハン,16
2024-05,姫路,ドリア,13
2024-05,姫路,ピザ,12
2024-05,姫路,蕎麦,18
2024-05,姫路,洋定食,18
2024-05,姫路,和定食,22
2024-06,姫路,うどん,19
2024-06,姫路,オムライス,11
2024-06,姫路,カツ丼,14
2024-06,姫路,カレー,22
2024-06,姫路,サンドウィッチ,5
2024-06,姫路,スパゲティ,7
2024-06,姫路,チャーハン,14
2024-06,姫路,ドリア,12
2024-06,姫路,ピザ,13
2024-06,姫路,蕎麦,14
2024-06,姫路,洋定食,19
2024-06,姫路,和定食,18
2024-07,姫路,うどん,20
2024-07,姫路,オムライス,9
2024-07,姫路,カツ丼,20
2024-07,姫路,カレー,22
2024-07,姫路,サンドウィッチ,8
2024-07,姫路,スパゲティ,8
2024-07,姫路,チャーハン,16
2024-07,姫路,ドリア,6
2024-07,姫路,ピザ,9
2024-07,姫路,蕎麦,18
2024-07,姫路,洋定食,16
2024-07,姫路,和定食,19
2024-08,姫路,うどん,16
2024-08,姫路,オムライス,12
2024-08,姫路,カツ丼,15
2024-08,姫路,カレー,22
2024-08,姫路,サンドウィッチ,8
2024-08,姫路,スパゲティ,11
2024-08,姫路,チャーハン,16
2024-08,姫路,ドリア,18
2024-08,姫路,ピザ,14
2024-08,姫路,蕎麦,9
2024-08,姫路,洋定食,20
2024-08,姫路,和定食,20
2024-09,姫路,うどん,30
2024-09,姫路,オムライス,12
2024-09,姫路,カツ丼,13
2024-09,姫路,カレー,21
2024-09,姫路,サンドウィッチ,9
2024-09,姫路,スパゲティ,12
2024-09,姫路,チャーハン,13
2024-09,姫路,ドリア,14
2024-09,姫路,ピザ,14
2024-09,姫路,蕎麦,8
2024-09,姫路,洋定食,27
2024-09,姫路,和定食,27
2024-10,姫路,うどん,23
2024-10,姫路,オムライス,12
2024-10,姫路,カツ丼,18
2024-10,姫路,カレー,23
2024-10,姫路,サンドウィッチ,2
2024-10,姫路,スパゲティ,10
2024-10,姫路,チャーハン,14
2024-10,姫路,ドリア,12
2024-10,姫路,ピザ,11
2024-10,姫路,蕎麦,18
2024-10,姫路,洋定食,14
2024-10,姫路,和定食,19
2024-11,姫路,うどん,19
2024-11,姫路,オムライス,7
2024-11,姫路,カツ丼,16
2024-11,姫路,カレー,23
2024-11,姫路,サンドウィッチ,9
2024-11,姫路,スパゲティ,8
2024-11,姫路,チャーハン,16
2024-11,姫路,ドリア,13
2024-11,姫路,ピザ,11
2024-11,姫路,蕎麦,18
2024-11,姫路,洋定食,23
2024-11,姫路,和定食,20
2024-12,姫路,うどん,23
2024-12,姫路,オムライス,11
2024-12,姫路,カツ丼,13
2024-12,姫路,カレー,24
2024-12,姫路,サンドウィッチ,4
2024-12,姫路,スパゲティ,11
2024-12,姫路,チャーハン,15
2024-12,姫路,ドリア,10
2024-12,姫路,ピザ,9
2024-12,姫路,蕎麦,18
2024-12,姫路,洋定食,19
2024-12,姫路,和定食,19
2023-01,六甲,うどん,48
2023-01,六甲,オムライス,46
2023-01,六甲,カツ丼,60
2023-01,六甲,カレー,53
2023-01,六甲,サンドウィッチ,17
2023-01,六甲,スパゲティ,27
2023-01,六甲,チャーハン,34
2023-01,六甲,ドリア,39
2023-01,六甲,ピザ,29
2023-01,六甲,蕎麦,44
2023-01,六甲,洋定食,46
2023-01,六甲,和定食,58
2023-02,六甲,うどん,45
2023-02,六甲,オムライス,39
2023-02,六甲,カツ丼,47
2023-02,六甲,カレー,61
2023-02,六甲,サンドウィッチ,17
2023-02,六甲,スパゲティ,25
2023-02,六甲,チャーハン,35
2023-02,六甲,ドリア,34
2023-02,六甲,ピザ,42
2023-02,六甲,蕎麦,47
2023-02,六甲,洋定食,57
2023-02,六甲,和定食,45
2023-03,六甲,うどん,46
2023-03,六甲,オムライス,37
2023-03,六甲,カツ丼,51
2023-03,六甲,カレー,41
2023-03,六甲,サンドウィッチ,12
2023-03,六甲,スパゲティ,25
2023-03,六甲,チャーハン,33
2023-03,六甲,ドリア,39
2023-03,六甲,ピザ,28
2023-03,六甲,蕎麦,61
2023-03,六甲,洋定食,48
2023-03,六甲,和定食,54
2023-04,六甲,うどん,59
2023-04,六甲,オムライス,46
2023-04,六甲,カツ丼,54
2023-04,六甲,カレー,56
2023-04,六甲,サンドウィッチ,17
2023-04,六甲,スパゲティ,36
2023-04,六甲,チャーハン,38
2023-04,六甲,ドリア,35
2023-04,六甲,ピザ,22
2023-04,六甲,蕎麦,44
2023-04,六甲,洋定食,41
2023-04,六甲,和定食,66
2023-05,六甲,うどん,39
2023-05,六甲,オムライス,55
2023-05,六甲,カツ丼,42
2023-05,六甲,カレー,66
2023-05,六甲,サンドウィッチ,18
2023-05,六甲,スパゲティ,34
2023-05,六甲,チャーハン,43
2023-05,六甲,ドリア,40
2023-05,六甲,ピザ,37
2023-05,六甲,蕎麦,49
2023-05,六甲,洋定食,64
2023-05,六甲,和定食,61
2023-06,六甲,うどん,42
2023-06,六甲,オムライス,50
2023-06,六甲,カツ丼,60
2023-06,六甲,カレー,57
2023-06,六甲,サンドウィッチ,13
2023-06,六甲,スパゲティ,30
2023-06,六甲,チャーハン,48
2023-06,六甲,ドリア,38
2023-06,六甲,ピザ,23
2023-06,六甲,蕎麦,58
2023-06,六甲,洋定食,75
2023-06,六甲,和定食,60
2023-07,六甲,うどん,50
2023-07,六甲,オムライス,43
2023-07,六甲,カツ丼,55
2023-07,六甲,カレー,51
2023-07,六甲,サンドウィッチ,19
2023-07,六甲,スパゲティ,30
2023-07,六甲,チャーハン,44
2023-07,六甲,ドリア,45
2023-07,六甲,ピザ,32
2023-07,六甲,蕎麦,46
2023-07,六甲,洋定食,63
2023-07,六甲,和定食,74
2023-08,六甲,うどん,53
2023-08,六甲,オムライス,36
2023-08,六甲,カツ丼,47
2023-08,六甲,カレー,59
2023-08,六甲,サンドウィッチ,14
2023-08,六甲,スパゲティ,28
2023-08,六甲,チャーハン,32
2023-08,六甲,ドリア,34
2023-08,六甲,ピザ,29
2023-08,六甲,蕎麦,54
2023-08,六甲,洋定食,68
2023-08,六甲,和定食,61
2023-09,六甲,うどん,69
2023-09,六甲,オムライス,42
2023-09,六甲,カツ丼,55
2023-09,六甲,カレー,60
2023-09,六甲,サンドウィッチ,19
2023-09,六甲,スパゲティ,29
2023-09,六甲,チャーハン,51
2023-09,六甲,ドリア,41
2023-09,六甲,ピザ,42
2023-09,六甲,蕎麦,61
2023-09,六甲,洋定食,56
2023-09,六甲,和定食,63
2023-10,六甲,うどん,45
2023-10,六甲,オムライス,44
2023-10,六甲,カツ丼,46
2023-10,六甲,カレー,65
2023-10,六甲,サンドウィッチ,24
2023-10,六甲,スパゲティ,26
2023-10,六甲,チャーハン,36
2023-10,六甲,ドリア,30
2023-10,六甲,ピザ,37
2023-10,六甲,蕎麦,62
2023-10,六甲,洋定食,57
2023-10,六甲,和定食,52
2023-11,六甲,うどん,54
2023-11,六甲,オムライス,56
2023-11,六甲,カツ丼,58
2023-11,六甲,カレー,62
2023-11,六甲,サンドウィッチ,12
2023-11,六甲,スパゲティ,27
2023-11,六甲,チャーハン,51
2023-11,六甲,ドリア,33
2023-11,六甲,ピザ,37
2023-11,六甲,蕎麦,53
2023-11,六甲,洋定食,61
2023-11,六甲,和定食,42
2023-12,六甲,うどん,57
2023-12,六甲,オムライス,55
2023-12,六甲,カツ丼,60
2023-12,六甲,カレー,63
2023-12,六甲,サンドウィッチ,17
2023-12,六甲,スパゲティ,20
2023-12,六甲,チャーハン,44
2023-12,六甲,ドリア,51
2023-12,六甲,ピザ,39
2023-12,六甲,蕎麦,57
2023-12,六甲,洋定食,60
2023-12,六甲,和定食,65
2024-01,六甲,うどん,45
2024-01,六甲,オムライス,50
2024-01,六甲,カツ丼,55
2024-01,六甲,カレー,62
2024-01,六甲,サンドウィッチ,14
2024-01,六甲,スパゲティ,25
2024-01,六甲,チャーハン,46
2024-01,六甲,ドリア,52
2024-01,六甲,ピザ,27
2024-01,六甲,蕎麦,48
2024-01,六甲,洋定食,54
2024-01,六甲,和定食,69
2024-02,六甲,うどん,43
2024-02,六甲,オムライス,32
2024-02,六甲,カツ丼,61
2024-02,六甲,カレー,59
2024-02,六甲,サンドウィッチ,13
2024-02,六甲,スパゲティ,18
2024-02,六甲,チャーハン,39
2024-02,六甲,ドリア,37
2024-02,六甲,ピザ,36
2024-02,六甲,蕎麦,39
2024-02,六甲,洋定食,62
2024-02,六甲,和定食,65
2024-03,六甲,うどん,51
2024-03,六甲,オムライス,44
2024-03,六甲,カツ丼,54
2024-03,六甲,カレー,66
2024-03,六甲,サンドウィッチ,24
2024-03,六甲,スパゲティ,27
2024-03,六甲,チャーハン,59
2024-03,六甲,ドリア,43
2024-03,六甲,ピザ,43
2024-03,六甲,蕎麦,39
2024-03,六甲,洋定食,75
2024-03,六甲,和定食,65
2024-04,六甲,うどん,52
2024-04,六甲,オムライス,56
2024-04,六甲,カツ丼,46
2024-04,六甲,カレー,59
2024-04,六甲,サンドウィッチ,23
2024-04,六甲,スパゲティ,28
2024-04,六甲,チャーハン,40
2024-04,六甲,ドリア,37
2024-04,六甲,ピザ,40
2024-04,六甲,蕎麦,55
2024-04,六甲,洋定食,42
2024-04,六甲,和定食,52
2024-05,六甲,うどん,63
2024-05,六甲,オムライス,49
2024-05,六甲,カツ丼,62
2024-05,六甲,カレー,59
2024-05,六甲,サンドウィッチ,13
2024-05,六甲,スパゲティ,23
2024-05,六甲,チャーハン,48
2024-05,六甲,ドリア,33
2024-05,六甲,ピザ,23
2024-05,六甲,蕎麦,50
2024-05,六甲,洋定食,56
2024-05,六甲,和定食,79
2024-06,六甲,うどん,58
2024-06,六甲,オムライス,57
2024-06,六甲,カツ丼,44
2024-06,六甲,カレー,63
2024-06,六甲,サンドウィッチ,16
2024-06,六甲,スパゲティ,22
2024-06,六甲,チャーハン,51
2024-06,六甲,ドリア,37
2024-06,六甲,ピザ,34
2024-06,六甲,蕎麦,45
2024-06,六甲,洋定食,66
2024-06,六甲,和定食,44
2024-07,六甲,うどん,53
2024-07,六甲,オムライス,38
2024-07,六甲,カツ丼,38
2024-07,六甲,カレー,58
2024-07,六甲,サンドウィッチ,7
2024-07,六甲,スパゲティ,31
2024-07,六甲,チャーハン,42
2024-07,六甲,ドリア,47
2024-07,六甲,ピザ,30
2024-07,六甲,蕎麦,48
2024-07,六甲,洋定食,64
2024-07,六甲,和定食,55
2024-08,六甲,うどん,52
2024-08,六甲,オムライス,45
2024-08,六甲,カツ丼,67
2024-08,六甲,カレー,63
2024-08,六甲,サンドウィッチ,26
2024-08,六甲,スパゲティ,32
2024-08,六甲,チャーハン,37
2024-08,六甲,ドリア,35
2024-08,六甲,ピザ,39
2024-08,六甲,蕎麦,59
2024-08,六甲,洋定食,59
2024-08,六甲,和定食,52
2024-09,六甲,うどん,50
2024-09,六甲,オムライス,43
2024-09,六甲,カツ丼,51
2024-09,六甲,カレー,69
2024-09,六甲,サンドウィッチ,18
2024-09,六甲,スパゲティ,28
2024-09,六甲,チャーハン,46
2024-09,六甲,ドリア,37
2024-09,六甲,ピザ,32
2024-09,六甲,蕎麦,56
2024-09,六甲,洋定食,64
2024-09,六甲,和定食,62
2024-10,六甲,うどん,47
2024-10,六甲,オムライス,51
2024-10,六甲,カツ丼,52
2024-10,六甲,カレー,51
2024-10,六甲,サンドウィッチ,15
2024-10,六甲,スパゲティ,19
2024-10,六甲,チャーハン,45
2024-10,六甲,ドリア,38
2024-10,六甲,ピザ,36
2024-10,六甲,蕎麦,55
2024-10,六甲,洋定食,65
2024-10,六甲,和定食,74
2024-11,六甲,うどん,55
2024-11,六甲,オムライス,52
2024-11,六甲,カツ丼,40
2024-11,六甲,カレー,45
2024-11,六甲,サンドウィッチ,14
2024-11,六甲,スパゲティ,29
2024-11,六甲,チャーハン,48
2024-11,六甲,ドリア,38
2024-11,六甲,ピザ,23
