period,shop,item,count,price
2023-08,三田,ドリア,17,700
2023-08,三田,ピザ,21,740
2023-08,三田,蕎麦,38,500
2023-08,三田,洋定食,26,700
2023-08,三田,和定食,38,650
2023-09,三田,うどん,34,500
2023-09,三田,オムライス,28,600
2023-09,三田,カツ丼,30,650
2023-09,三田,カレー,30,600
2023-09,三田,サンドウィッチ,10,450
2023-09,三田,スパゲティ,16,710
2023-09,三田,チャーハン,26,630
2023-09,三田,ドリア,14,700
2023-09,三田,ピザ,23,740
2023-09,三田,蕎麦,37,500
2023-09,三田,洋定食,39,700
2023-09,三田,和定食,31,650
2023-10,三田,うどん,39,500
2023-10,三田,オムライス,35,600
2023-10,三田,カツ丼,30,650
2023-10,三田,カレー,33,600
2023-10,三田,サンドウィッチ,10,450
2023-10,三田,スパゲティ,16,710
2023-10,三田,チャーハン,25,630
2023-10,三田,ドリア,19,700
2023-10,三田,ピザ,18,740
2023-10,三田,蕎麦,24,500
2023-10,三田,洋定食,24,700
2023-10,三田,和定食,38,650
2023-11,三田,うどん,29,500
2023-11,三田,オムライス,29,600
2023-11,三田,カツ丼,37,650
2023-11,三田,カレー,37,600
2023-11,三田,サンドウィッチ,6,450
2023-11,三田,スパゲティ,11,710
2023-11,三田,チャーハン,23,630
2023-11,三田,ドリア,18,700
2023-11,三田,ピザ,13,740
2023-11,三田,蕎麦,29,500
2023-11,三田,洋定食,32,700
2023-11,三田,和定食,34,650
2023-12,三田,うどん,34,500
2023-12,三田,オムライス,33,600
2023-12,三田,カツ丼,27,650
2023-12,三田,カレー,24,600
2023-12,三田,サンドウィッチ,10,450
2023-12,三田,スパゲティ,15,710
2023-12,三田,チャーハン,23,630
2023-12,三田,ドリア,21,700
2023-12,三田,ピザ,20,740
2023-12,三田,蕎麦,36,500
2023-12,三田,洋定食,40,700
2023-12,三田,和定食,32,650
2024-01,三田,うどん,39,500
2024-01,三田,オムライス,29,600
2024-01,三田,カツ丼,21,650
2024-01,三田,カレー,31,600
2024-01,三田,サンドウィッチ,8,450
2024-01,三田,スパゲティ,15,710
2024-01,三田,チャーハン,29,630
2024-01,三田,ドリア,20,700
2024-01,三田,ピザ,16,740
2024-01,三田,蕎麦,26,500
2024-01,三田,洋定食,34,700
2024-01,三田,和定食,43,650
2024-02,三田,うどん,23,500
2024-02,三田,オムライス,27,600
2024-02,三田,カツ丼,22,650
2024-02,三田,カレー,36,600
2024-02,三田,サンドウィッチ,7,450
2024-02,三田,スパゲティ,22,710
2024-02,三田,チャーハン,22,630
2024-02,三田,ドリア,18,700
2024-02,三田,ピザ,18,740
2024-02,三田,蕎麦,24,500
2024-02,三田,洋定食,34,700
2024-02,三田,和定食,39,650
2024-03,三田,うどん,26,500
2024-03,三田,オムライス,23,600
2024-03,三田,カツ丼,23,650
2024-03,三田,カレー,37,600
2024-03,三田,サンドウィッチ,5,450
2024-03,三田,スパゲティ,12,710
2024-03,三田,チャーハン,19,630
2024-03,三田,ドリア,10,700
2024-03,三田,ピザ,20,740
2024-03,三田,蕎麦,23,500
2024-03,三田,洋定食,39,700
2024-03,三田,和定食,35,650
2024-04,三田,うどん,28,500
2024-04,三田,オムライス,27,600
2024-04,三田,カツ丼,35,650
2024-04,三田,カレー,33,600
2024-04,三田,サンドウィッチ,10,450
2024-04,三田,スパゲティ,14,710
2024-04,三田,チャーハン,23,630
2024-04,三田,ドリア,17,700
2024-04,三田,ピザ,17,740
2024-04,三田,蕎麦,28,500
2024-04,三田,洋定食,27,700
2024-04,三田,和定食,28,650
2024-05,三田,うどん,32,500
2024-05,三田,オムライス,19,600
2024-05,三田,カツ丼,29,650
2024-05,三田,カレー,28,600
2024-05,三田,サンドウィッチ,14,450
2024-05,三田,スパゲティ,19,710
2024-05,三田,チャーハン,28,630
2024-05,三田,ドリア,24,700
2024-05,三田,ピザ,24,740
2024-05,三田,蕎麦,31,500
2024-05,三田,洋定食,41,700
2024-05,三田,和定食,29,650
2024-06,三田,うどん,20,500
2024-06,三田,オムライス,31,600
2024-06,三田,カツ丼,29,650
2024-06,三田,カレー,26,600
2024-06,三田,サンドウィッチ,13,450
2024-06,三田,スパゲティ,15,710
2024-06,三田,チャーハン,23,630
2024-06,三田,ドリア,18,700
2024-06,三田,ピザ,16,740
2024-06,三田,蕎麦,32,500
2024-06,三田,洋定食,37,700
2024-06,三田,和定食,30,650
2024-07,三田,うどん,34,500
2024-07,三田,オムライス,28,600
2024-07,三田,カツ丼,21,650
2024-07,三田,カレー,38,600
2024-07,三田,サンドウィッチ,11,450
2024-07,三田,スパゲティ,19,710
2024-07,三田,チャーハン,28,630
2024-07,三田,ドリア,26,700
2024-07,三田,ピザ,10,740
2024-07,三田,蕎麦,28,500
2024-07,三田,洋定食,35,700
2024-07,三田,和定食,38,650
2024-08,三田,うどん,29,500
2024-08,三田,オムライス,27,600
2024-08,三田,カツ丼,45,650
2024-08,三田,カレー,39,600
2024-08,三田,サンドウィッチ,11,450
2024-08,三田,スパゲティ,11,710
2024-08,三田,チャーハン,16,630
2024-08,三田,ドリア,25,700
2024-08,三田,ピザ,12,740
2024-08,三田,蕎麦,20,500
2024-08,三田,洋定食,36,700
2024-08,三田,和定食,44,650
2024-09,三田,うどん,24,500
2024-09,三田,オムライス,18,600
2024-09,三田,カツ丼,36,650
2024-09,三田,カレー,33,600
2024-09,三田,サンドウィッチ,8,450
2024-09,三田,スパゲティ,20,710
2024-09,三田,チャーハン,36,630
2024-09,三田,ドリア,21,700
2024-09,三田,ピザ,23,740
2024-09,三田,蕎麦,29,500
2024-09,三田,洋定食,23,700
2024-09,三田,和定食,39,650
2024-10,三田,うどん,33,500
2024-10,三田,オムライス,34,600
2024-10,三田,カツ丼,26,650
2024-10,三田,カレー,36,600
2024-10,三田,サンドウィッチ,11,450
2024-10,三田,スパゲティ,14,710
2024-10,三田,チャーハン,25,630
2024-10,三田,ドリア,13,700
2024-10,三田,ピザ,20,740
2024-10,三田,蕎麦,26,500
2024-10,三田,洋定食,34,700
2024-10,三田,和定食,28,650
2024-11,三田,うどん,18,500
2024-11,三田,オムライス,34,600
2024-11,三田,カツ丼,25,650
2024-11,三田,カレー,28,600
2024-11,三田,サンドウィッチ,9,450
2024-11,三田,スパゲティ,15,710
2024-11,三田,チャーハン,20,630
2024-11,三田,ドリア,21,700
2024-11,三田,ピザ,16,740
2024-11,三田,蕎麦,22,500
2024-11,三田,洋定食,30,700
2024-11,三田,和定食,37,650
2024-12,三田,うどん,27,500
2024-12,三田,オムライス,32,600
2024-12,三田,カツ丼,30,650
2024-12,三田,カレー,34,600
2024-12,三田,サンドウィッチ,7,450
2024-12,三田,スパゲティ,14,710
2024-12,三田,チャーハン,18,630
2024-12,三田,ドリア,26,700
2024-12,三田,ピザ,19,740
2024-12,三田,蕎麦,32,500
2024-12,三田,洋定食,28,700
2024-12,三田,和定食,36,650
2023-01,西宮,うどん,31,500
2023-01,西宮,オムライス,42,600
2023-01,西宮,カツ丼,40,650
2023-01,西宮,カレー,40,600
2023-01,西宮,サンドウィッチ,11,450
2023-01,西宮,スパゲティ,14,710
2023-01,西宮,チャーハン,22,630
2023-01,西宮,ドリア,27,700
2023-01,西宮,ピザ,21,740
2023-01,西宮,蕎麦,30,500
2023-01,西宮,洋定食,32,700
2023-01,西宮,和定食,43,650
2023-02,西宮,うどん,43,500
2023-02,西宮,オムライス,33,600
2023-02,西宮,カツ丼,37,650
2023-02,西宮,カレー,42,600
2023-02,西宮,サンドウィッチ,11,450
2023-02,西宮,スパゲティ,15,710
2023-02,西宮,チャーハン,22,630
2023-02,西宮,ドリア,26,700
2023-02,西宮,ピザ,29,740
2023-02,西宮,蕎麦,31,500
2023-02,西宮,洋定食,39,700
2023-02,西宮,和定食,36,650
2023-03,西宮,うどん,45,500
2023-03,西宮,オムライス,25,600
2023-03,西宮,カツ丼,31,650
2023-03,西宮,カレー,33,600
2023-03,西宮,サンドウィッチ,14,450
2023-03,西宮,スパゲティ,20,710
2023-03,西宮,チャーハン,25,630
2023-03,西宮,ドリア,23,700
2023-03,西宮,ピザ,23,740
2023-03,西宮,蕎麦,37,500
2023-03,西宮,洋定食,28,700
2023-03,西宮,和定食,46,650
2023-04,西宮,うどん,38,500
2023-04,西宮,オムライス,36,600
2023-04,西宮,カツ丼,32,650
2023-04,西宮,カレー,37,600
2023-04,西宮,サンドウィッチ,17,450
2023-04,西宮,スパゲティ,17,710
2023-04,西宮,チャーハン,28,630
2023-04,西宮,ドリア,31,700
2023-04,西宮,ピザ,20,740
2023-04,西宮,蕎麦,36,500
2023-04,西宮,洋定食,49,700
2023-04,西宮,和定食,36,650
2023-05,西宮,うどん,31,500
2023-05,西宮,オムライス,39,600
2023-05,西宮,カツ丼,38,650
2023-05,西宮,カレー,41,600
2023-05,西宮,サンドウィッチ,8,450
2023-05,西宮,スパゲティ,15,710
2023-05,西宮,チャーハン,38,630
2023-05,西宮,ドリア,33,700
2023-05,西宮,ピザ,25,740
2023-05,西宮,蕎麦,30,500
2023-05,西宮,洋定食,41,700
2023-05,西宮,和定食,32,650
2023-06,西宮,うどん,41,500
2023-06,西宮,オムライス,23,600
2023-06,西宮,カツ丼,44,650
2023-06,西宮,カレー,34,600
2023-06,西宮,サンドウィッチ,12,450
2023-06,西宮,スパゲティ,25,710
2023-06,西宮,チャーハン,26,630
2023-06,西宮,ドリア,28,700
2023-06,西宮,ピザ,30,740
2023-06,西宮,蕎麦,22,500
2023-06,西宮,洋定食,41,700
2023-06,西宮,和定食,48,650
2023-07,西宮,うどん,39,500
2023-07,西宮,オムライス,26,600
2023-07,西宮,カツ丼,47,650
2023-07,西宮,カレー,41,600
2023-07,西宮,サンドウィッチ,8,450
2023-07,西宮,スパゲティ,13,710
2023-07,西宮,チャーハン,34,630
2023-07,西宮,ドリア,28,700
2023-07,西宮,ピザ,32,740
2023-07,西宮,蕎麦,42,500
2023-07,西宮,洋定食,51,700
2023-07,西宮,和定食,49,650
2023-08,西宮,うどん,35,500
2023-08,西宮,オムライス,27,600
2023-08,西宮,カツ丼,45,650
2023-08,西宮,カレー,40,600
2023-08,西宮,サンドウィッチ,13,450
2023-08,西宮,スパゲティ,16,710
2023-08,西宮,チャーハン,36,630
2023-08,西宮,ドリア,29,700
2023-08,西宮,ピザ,19,740
2023-08,西宮,蕎麦,33,500
2023-08,西宮,洋定食,40,700
2023-08,西宮,和定食,51,650
2023-09,西宮,うどん,39,500
2023-09,西宮,オムライス,38,600
2023-09,西宮,カツ丼,31,650
2023-09,西宮,カレー,45,600
2023-09,西宮,サンドウィッチ,8,450
2023-09,西宮,スパゲティ,17,710
2023-09,西宮,チャーハン,29,630
2023-09,西宮,ドリア,39,700
2023-09,西宮,ピザ,28,740
2023-09,西宮,蕎麦,42,500
2023-09,西宮,洋定食,49,700
2023-09,西宮,和定食,46,650
2023-10,西宮,うどん,27,500
2023-10,西宮,オムライス,31,600
2023-10,西宮,カツ丼,40,650
2023-10,西宮,カレー,45,600
2023-10,西宮,サンドウィッチ,8,450
2023-10,西宮,スパゲティ,19,710
2023-10,西宮,チャーハン,28,630
2023-10,西宮,ドリア,26,700
2023-10,西宮,ピザ,21,740
2023-10,西宮,蕎麦,26,500
2023-10,西宮,洋定食,43,700
2023-10,西宮,和定食,47,650
2023-11,西宮,うどん,30,500
2023-11,西宮,オムライス,33,600
2023-11,西宮,カツ丼,33,650
2023-11,西宮,カレー,41,600
2023-11,西宮,サンドウィッチ,19,450
2023-11,西宮,スパゲティ,16,710
2023-11,西宮,チャーハン,40,630
2023-11,西宮,ドリア,22,700
2023-11,西宮,ピザ,24,740
2023-11,西宮,蕎麦,31,500
2023-11,西宮,洋定食,41,700
2023-11,西宮,和定食,35,650
2023-12,西宮,うどん,48,500
2023-12,西宮,オムライス,30,600
2023-12,西宮,カツ丼,33,650
2023-12,西宮,カレー,42,600
2023-12,西宮,サンドウィッチ,9,450
2023-12,西宮,スパゲティ,19,710
2023-12,西宮,チャーハン,32,630
2023-12,西宮,ドリア,26,700
2023-12,西宮,ピザ,18,740
2023-12,西宮,蕎麦,45,500
2023-12,西宮,洋定食,38,700
2023-12,西宮,和定食,42,650
2024-01,西宮,うどん,33,500
2024-01,西宮,オムライス,38,600
2024-01,西宮,カツ丼,29,650
2024-01,西宮,カレー,36,600
2024-01,西宮,サンドウィッチ,20,450
2024-01,西宮,スパゲティ,24,710
2024-01,西宮,チャーハン,32,630
2024-01,西宮,ドリア,22,700
2024-01,西宮,ピザ,24,740
2024-01,西宮,蕎麦,37,500
2024-01,西宮,洋定食,36,700
2024-01,西宮,和定食,44,650
2024-02,西宮,うどん,32,500
2024-02,西宮,オムライス,36,600
2024-02,西宮,カツ丼,36,650
2024-02,西宮,カレー,48,600
2024-02,西宮,サンドウィッチ,9,450
2024-02,西宮,スパゲティ,8,710
2024-02,西宮,チャーハン,28,630
2024-02,西宮,ドリア,26,700
2024-02,西宮,ピザ,28,740
2024-02,西宮,蕎麦,33,500
2024-02,西宮,洋定食,47,700
2024-02,西宮,和定食,43,650
2024-03,西宮,うどん,46,500
2024-03,西宮,オムライス,42,600
2024-03,西宮,カツ丼,42,650
2024-03,西宮,カレー,37,600
2024-03,西宮,サンドウィッチ,12,450
2024-03,西宮,スパゲティ,20,710
2024-03,西宮,チャーハン,22,630
2024-03,西宮,ドリア,31,700
2024-03,西宮,ピザ,17,740
2024-03,西宮,蕎麦,43,500
2024-03,西宮,洋定食,46,700
2024-03,西宮,和定食,47,650
2024-04,西宮,うどん,31,500
2024-04,西宮,オムライス,34,600
2024-04,西宮,カツ丼,45,650
2024-04,西宮,カレー,37,600
2024-04,西宮,サンドウィッチ,9,450
2024-04,西宮,スパゲティ,23,710
2024-04,西宮,チャーハン,41,630
2024-04,西宮,ドリア,32,700
2024-04,西宮,ピザ,16,740
2024-04,西宮,蕎麦,38,500
2024-04,西宮,洋定食,50,700
2024-04,西宮,和定食,34,650
2024-05,西宮,うどん,36,500
2024-05,西宮,オムライス,27,600
2024-05,西宮,カツ丼,37,650
2024-05,西宮,カレー,39,600
2024-05,西宮,サンドウィッチ,12,450
2024-05,西宮,スパゲティ,17,710
2024-05,西宮,チャーハン,32,630
2024-05,西宮,ドリア,35,700
2024-05,西宮,ピザ,25,740
2024-05,西宮,蕎麦,30,500
2024-05,西宮,洋定食,42,700
2024-05,西宮,和定食,42,650
2024-06,西宮,うどん,45,500
2024-06,西宮,オムライス,18,600
2024-06,西宮,カツ丼,41,650
2024-06,西宮,カレー,47,600
2024-06,西宮,サンドウィッチ,15,450
2024-06,西宮,スパゲティ,18,710
2024-06,西宮,チャーハン,41,630
2024-06,西宮,ドリア,23,700
2024-06,西宮,ピザ,30,740
2024-06,西宮,蕎麦,33,500
2024-06,西宮,洋定食,51,700
2024-06,西宮,和定食,39,650
2024-07,西宮,うどん,24,500
2024-07,西宮,オムライス,33,600
2024-07,西宮,カツ丼,38,650
2024-07,西宮,カレー,37,600
2024-07,西宮,サンドウィッチ,16,450
2024-07,西宮,スパゲティ,10,710
2024-07,西宮,チャーハン,30,630
2024-07,西宮,ドリア,20,700
2024-07,西宮,ピザ,28,740
2024-07,西宮,蕎麦,30,500
2024-07,西宮,洋定食,29,700
2024-07,西宮,和定食,53,650
2024-08,西宮,うどん,43,500
2024-08,西宮,オムライス,37,600
2024-08,西宮,カツ丼,38,650
2024-08,西宮,カレー,37,600
2024-08,西宮,サンドウィッチ,12,450
2024-08,西宮,スパゲティ,14,710
2024-08,西宮,チャーハン,27,630
2024-08,西宮,ドリア,27,700
2024-08,西宮,ピザ,40,740
2024-08,西宮,蕎麦,35,500
2024-08,西宮,洋定食,41,700
2024-08,西宮,和定食,29,650
2024-09,西宮,うどん,46,500
2024-09,西宮,オムライス,41,600
2024-09,西宮,カツ丼,41,650
2024-09,西宮,カレー,49,600
2024-09,西宮,サンドウィッチ,14,450
2024-09,西宮,スパゲティ,25,710
2024-09,西宮,チャーハン,30,630
2024-09,西宮,ドリア,37,700
2024-09,西宮,ピザ,25,740
2024-09,西宮,蕎麦,27,500
2024-09,西宮,洋定食,42,700
2024-09,西宮,和定食,42,650
2024-10,西宮,うどん,34,500
2024-10,西宮,オムライス,29,600
2024-10,西宮,カツ丼,41,650
2024-10,西宮,カレー,51,600
2024-10,西宮,サンドウィッチ,9,450
2024-10,西宮,スパゲティ,25,710
2024-10,西宮,チャーハン,35,630
2024-10,西宮,ドリア,21,700
2024-10,西宮,ピザ,18,740
2024-10,西宮,蕎麦,40,500
2024-10,西宮,洋定食,52,700
2024-10,西宮,和定食,52,650
2024-11,西宮,うどん,41,500
2024-11,西宮,オムライス,39,600
2024-11,西宮,カツ丼,46,650
2024-11,西宮,カレー,39,600
2024-11,西宮,サンドウィッチ,8,450
2024-11,西宮,スパゲティ,22,710
2024-11,西宮,チャーハン,26,630
2024-11,西宮,ドリア,22,700
2024-11,西宮,ピザ,25,740
2024-11,西宮,蕎麦,34,500
2024-11,西宮,洋定食,40,700
2024-11,西宮,和定食,38,650
2024-12,西宮,うどん,35,500
2024-12,西宮,オムライス,36,600
2024-12,西宮,カツ丼,42,650
2024-12,西宮,カレー,43,600
2024-12,西宮,サンドウィッチ,12,450
2024-12,西宮,スパゲティ,22,710
2024-12,西宮,チャーハン,29,630
2024-12,西宮,ドリア,19,700
2024-12,西宮,ピザ,24,740
2024-12,西宮,蕎麦,31,500
2024-12,西宮,洋定食,39,700
2024-12,西宮,和定食,53,650
2023-01,姫路,うどん,9,500
2023-01,姫路,オムライス,26,600
2023-01,姫路,カツ丼,18,650
2023-01,姫路,カレー,32,600
2023-01,姫路,サンドウィッチ,7,450
2023-01,姫路,スパゲティ,6,710
2023-01,姫路,チャーハン,17,630
2023-01,姫路,ドリア,7,700
2023-01,姫路,ピザ,19,740
2023-01,姫路,蕎麦,13,500
2023-01,姫路,洋定食,23,700
2023-01,姫路,和定食,29,650
2023-02,姫路,うどん,23,500
2023-02,姫路,オムライス,19,600
2023-02,姫路,カツ丼,17,650
2023-02,姫路,カレー,31,600
2023-02,姫路,サンドウィッチ,9,450
2023-02,姫路,スパゲティ,7,710
2023-02,姫路,チャーハン,14,630
2023-02,姫路,ドリア,13,700
2023-02,姫路,ピザ,5,740
2023-02,姫路,蕎麦,18,500
2023-02,姫路,洋定食,22,700
2023-02,姫路,和定食,25,650
2023-03,姫路,うどん,19,500
2023-03,姫路,オムライス,16,600
2023-03,姫路,カツ丼,15,650
2023-03,姫路,カレー,21,600
2023-03,姫路,サンドウィッチ,4,450
2023-03,姫路,スパゲティ,10,710
2023-03,姫路,チャーハン,14,630
2023-03,姫路,ドリア,10,700
2023-03,姫路,ピザ,12,740
2023-03,姫路,蕎麦,15,500
2023-03,姫路,洋定食,26,700
2023-03,姫路,和定食,20,650
2023-04,姫路,うどん,17,500
2023-04,姫路,オムライス,9,600
2023-04,姫路,カツ丼,14,650
2023-04,姫路,カレー,23,600
2023-04,姫路,サンドウィッチ,4,450
2023-04,姫路,スパゲティ,6,710
2023-04,姫路,チャーハン,17,630
2023-04,姫路,ドリア,13,700
2023-04,姫路,ピザ,9,740
2023-04,姫路,蕎麦,19,500
2023-04,姫路,洋定食,20,700
2023-04,姫路,和定食,19,650
2023-05,姫路,うどん,14,500
2023-05,姫路,オムライス,19,600
2023-05,姫路,カツ丼,19,650
2023-05,姫路,カレー,26,600
2023-05,姫路,サンドウィッチ,4,450
2023-05,姫路,スパゲティ,8,710
2023-05,姫路,チャーハン,13,630
2023-05,姫路,ドリア,9,700
2023-05,姫路,ピザ,11,740
2023-05,姫路,蕎麦,19,500
2023-05,姫路,洋定食,22,700
2023-05,姫路,和定食,20,650
2023-06,姫路,うどん,13,500
2023-06,姫路,オムライス,20,600
2023-06,姫路,カツ丼,21,650
2023-06,姫路,カレー,23,600
2023-06,姫路,サンドウィッチ,7,450
2023-06,姫路,スパゲティ,13,710
2023-06,姫路,チャーハン,18,630
2023-06,姫路,ドリア,10,700
2023-06,姫路,ピザ,16,740
2023-06,姫路,蕎麦,19,500
2023-06,姫路,洋定食,18,700
2023-06,姫路,和定食,31,650
2023-07,姫路,うどん,12,500
2023-07,姫路,オムライス,18,600
2023-07,姫路,カツ丼,21,650
2023-07,姫路,カレー,23,600
2023-07,姫路,サンドウィッチ,7,450
2023-07,姫路,スパゲティ,11,710
2023-07,姫路,チャーハン,20,630
2023-07,姫路,ドリア,13,700
2023-07,姫路,ピザ,9,740
2023-07,姫路,蕎麦,25,500
2023-07,姫路,洋定食,18,700
2023-07,姫路,和定食,23,650
2023-08,姫路,うどん,20,500
2023-08,姫路,オムライス,14,600
2023-08,姫路,カツ丼,24,650
2023-08,姫路,カレー,22,600
2023-08,姫路,サンドウィッチ,7,450
2023-08,姫路,スパゲティ,8,710
2023-08,姫路,チャーハン,12,630
2023-08,姫路,ドリア,11,700
2023-08,姫路,ピザ,9,740
2023-08,姫路,蕎麦,19,500
2023-08,姫路,洋定食,17,700
2023-08,姫路,和定食,28,650
2023-09,姫路,うどん,17,500
2023-09,姫路,オムライス,18,600
2023-09,姫路,カツ丼,28,650
2023-09,姫路,カレー,27,600
2023-09,姫路,サンドウィッチ,7,450
2023-09,姫路,スパゲティ,11,710
2023-09,姫路,チャーハン,25,630
2023-09,姫路,ドリア,22,700
2023-09,姫路,ピザ,7,740
2023-09,姫路,蕎麦,14,500
2023-09,姫路,洋定食,14,700
2023-09,姫路,和定食,16,650
2023-10,姫路,うどん,16,500
2023-10,姫路,オムライス,23,600
2023-10,姫路,カツ丼,24,650
2023-10,姫路,カレー,17,600
2023-10,姫路,サンドウィッチ,4,450
2023-10,姫路,スパゲティ,12,710
2023-10,姫路,チャーハン,19,630
2023-10,姫路,ドリア,11,700
2023-10,姫路,ピザ,11,740
2023-10,姫路,蕎麦,12,500
2023-10,姫路,洋定食,32,700
2023-10,姫路,和定食,16,650
2023-11,姫路,うどん,16,500
2023-11,姫路,オムライス,18,600
2023-11,姫路,カツ丼,24,650
2023-11,姫路,カレー,20,600
2023-11,姫路,サンドウィッチ,2,450
2023-11,姫路,スパゲティ,12,710
2023-11,姫路,チャーハン,20,630
2023-11,姫路,ドリア,7,700
2023-11,姫路,ピザ,14,740
2023-11,姫路,蕎麦,13,500
2023-11,姫路,洋定食,13,700
2023-11,姫路,和定食,21,650
2023-12,姫路,うどん,18,500
2023-12,姫路,オムライス,18,600
2023-12,姫路,カツ丼,18,650
2023-12,姫路,カレー,15,600
2023-12,姫路,サンドウィッチ,6,450
2023-12,姫路,スパゲティ,17,710
2023-12,姫路,チャーハン,15,630
2023-12,姫路,ドリア,12,700
2023-12,姫路,ピザ,10,740
2023-12,姫路,蕎麦,16,500
2023-12,姫路,洋定食,22,700
2023-12,姫路,和定食,25,650
2024-01,姫路,うどん,18,500
2024-01,姫路,オムライス,7,600
2024-01,姫路,カツ丼,16,650
2024-01,姫路,カレー,14,600
2024-01,姫路,サンドウィッチ,10,450
2024-01,姫路,スパゲティ,13,710
2024-01,姫路,チャーハン,17,630
2024-01,姫路,ドリア,11,700
2024-01,姫路,ピザ,10,740
2024-01,姫路,蕎麦,14,500
2024-01,姫路,洋定食,18,700
2024-01,姫路,和定食,24,650
2024-02,姫路,うどん,21,500
2024-02,姫路,オムライス,17,600
2024-02,姫路,カツ丼,15,650
2024-02,姫路,カレー,23,600
2024-02,姫路,サンドウィッチ,9,450
2024-02,姫路,スパゲティ,11,710
2024-02,姫路,チャーハン,22,630
2024-02,姫路,ドリア,12,700
2024-02,姫路,ピザ,19,740
2024-02,姫路,蕎麦,15,500
2024-02,姫路,洋定食,29,700
2024-02,姫路,和定食,23,650
2024-03,姫路,うどん,15,500
2024-03,姫路,オムライス,15,600
2024-03,姫路,カツ丼,27,650
2024-03,姫路,カレー,21,600
2024-03,姫路,サンドウィッチ,7,450
2024-03,姫路,スパゲティ,11,710
2024-03,姫路,チャーハン,12,630
2024-03,姫路,ドリア,13,700
2024-03,姫路,ピザ,9,740
2024-03,姫路,蕎麦,13,500
2024-03,姫路,洋定食,31,700
2024-03,姫路,和定食,30,650
2024-04,姫路,うどん,22,500
2024-04,姫路,オムライス,18,600
2024-04,姫路,カツ丼,19,650
2024-04,姫路,カレー,22,600
2024-04,姫路,サンドウィッチ,4,450
2024-04,姫路,スパゲティ,6,710
2024-04,姫路,チャーハン,13,630
2024-04,姫路,ドリア,16,700
2024-04,姫路,ピザ,14,740
2024-04,姫路,蕎麦,19,500
2024-04,姫路,洋定食,22,700
2024-04,姫路,和定食,17,650
2024-05,姫路,うどん,24,500
2024-05,姫路,オムライス,16,600
2024-05,姫路,カツ丼,26,650
2024-05,姫路,カレー,10,600
2024-05,姫路,サンドウィッチ,10,450
2024-05,姫路,スパゲティ,9,710
2024-05,姫路,チャーハン,16,630
2024-05,姫路,ドリア,13,700
2024-05,姫路,ピザ,12,740
2024-05,姫路,蕎麦,18,500
2024-05,姫路,洋定食,18,700
2024-05,姫路,和定食,22,650
2024-06,姫路,うどん,19,500
2024-06,姫路,オムライス,11,600
2024-06,姫路,カツ丼,14,650
2024-06,姫路,カレー,22,600
2024-06,姫路,サンドウィッチ,5,450
2024-06,姫路,スパゲティ,7,710
2024-06,姫路,チャーハン,14,630
2024-06,姫路,ドリア,12,700
2024-06,姫路,ピザ,13,740
2024-06,姫路,蕎麦,14,500
2024-06,姫路,洋定食,19,700
2024-06,姫路,和定食,18,650
2024-07,姫路,うどん,20,500
2024-07,姫路,オムライス,9,600
2024-07,姫路,カツ丼,20,650
2024-07,姫路,カレー,22,600
2024-07,姫路,サンドウィッチ,8,450
2024-07,姫路,スパゲティ,8,710
2024-07,姫路,チャーハン,16,630
2024-07,姫路,ドリア,6,700
2024-07,姫路,ピザ,9,740
2024-07,姫路,蕎麦,18,500
2024-07,姫路,洋定食,16,700
2024-07,姫路,和定食,19,650
2024-08,姫路,うどん,16,500
2024-08,姫路,オムライス,12,600
2024-08,姫路,カツ丼,15,650
2024-08,姫路,カレー,22,600
2024-08,姫路,サンドウィッチ,8,450
2024-08,姫路,スパゲティ,11,710
2024-08,姫路,チャーハン,16,630
2024-08,姫路,ドリア,18,700
2024-08,姫路,ピザ,14,740
2024-08,姫路,蕎麦,9,500
2024-08,姫路,洋定食,20,700
2024-08,姫路,和定食,20,650
2024-09,姫路,うどん,30,500
2024-09,姫路,オムライス,12,600
2024-09,姫路,カツ丼,13,650
2024-09,姫路,カレー,21,600
2024-09,姫路,サンドウィッチ,9,450
2024-09,姫路,スパゲティ,12,710
2024-09,姫路,チャーハン,13,630
2024-09,姫路,ドリア,14,700
2024-09,姫路,ピザ,14,740
2024-09,姫路,蕎麦,8,500
2024-09,姫路,洋定食,27,700
2024-09,姫路,和定食,27,650
2024-10,姫路,うどん,23,500
2024-10,姫路,オムライス,12,600
2024-10,姫路,カツ丼,18,650
2024-10,姫路,カレー,23,600
2024-10,姫路,サンドウィッチ,2,450
2024-10,姫路,スパゲティ,10,710
2024-10,姫路,チャーハン,14,630
2024-10,姫路,ドリア,12,700
2024-10,姫路,ピザ,11,740
2024-10,姫路,蕎麦,18,500
2024-10,姫路,洋定食,14,700
2024-10,姫路,和定食,19,650
2024-11,姫路,うどん,19,500
2024-11,姫路,オムライス,7,600
2024-11,姫路,カツ丼,16,650
2024-11,姫路,カレー,23,600
2024-11,姫路,サンドウィッチ,9,450
2024-11,姫路,スパゲティ,8,710
2024-11,姫路,チャーハン,16,630
2024-11,姫路,ドリア,13,700
2024-11,姫路,ピザ,11,740
2024-11,姫路,蕎麦,18,500
2024-11,姫路,洋定食,23,700
2024-11,姫路,和定食,20,650
2024-12,姫路,うどん,23,500
2024-12,姫路,オムライス,11,600
2024-12,姫路,カツ丼,13,650
2024-12,姫路,カレー,24,600
2024-12,姫路,サンドウィッチ,4,450
